Tree_ID,Latitude,Longitude,Species,Height_m,Canopy_Width_m,Canopy_Condition,Disease_Symptom,Leaf_Color_Deviation,Bark_Damage_Score,Root_Exposure,Soil_Moisture_%,Ambient_Temperature_C,Humidity_%,CO2_ppm,PM2.5_ug_m3,NO2_ppb,O3_ppb,Air_Quality_Index,Urban_Zone,Year_Planted,Recent_Pruning_Year,Tree_Crown_Diameter_m,Crown_Density_%,Proximity_to_Road_m
TREE_02607,37.61046782312836,-122.05458392585518,Oak,10.64,5.59,Sparse,Leaf Spot,0.63,7,0,30.47,19.4,38.8,409.7,12.8,22.4,31.7,Very Unhealthy,Zone E,1987,,3.86,50.3,0.21
TREE_02608,37.78279059498229,-122.27548111981501,Elm,13.03,5.89,Sparse,None,0.35,1,0,16.52,28.2,55.2,473.4,6.1,36.4,28.1,Very Unhealthy,Zone E,2017,2016.0,5.46,20.6,7.33
TREE_02609,37.52507584864875,-122.27034815589346,Elm,8.66,3.57,Sparse,None,0.77,3,1,8.55,21.0,47.0,350.1,10.8,10.2,37.8,Good,Zone D,1966,2015.0,3.93,65.3,62.83
TREE_02610,37.8357353969424,-122.461515408496,Elm,7.35,3.17,Partial,Fungal Infection,0.86,9,0,22.02,32.2,72.0,346.0,15.6,21.1,29.5,Very Unhealthy,Zone B,1959,,2.84,41.5,88.54
TREE_02611,37.50152796906343,-122.16461748727848,Maple,5.67,5.59,Full,None,0.36,7,0,33.57,25.9,30.3,493.5,12.0,13.7,28.5,Moderate,Zone C,1992,,1.37,82.7,97.78
TREE_02612,37.59872954768076,-122.08937028981357,Pine,11.44,4.05,Full,None,0.53,2,0,21.28,17.8,36.4,397.7,9.4,13.3,26.4,Moderate,Zone A,1982,2002.0,4.44,59.1,48.25
TREE_02613,37.79636162246083,-122.37767247269764,Pine,14.15,2.64,None,Insect Infestation,0.12,5,0,25.6,20.4,85.1,362.7,8.3,18.6,27.1,Moderate,Zone A,1986,,3.84,19.5,14.05
TREE_02614,37.62650805989172,-122.28934955918332,Oak,13.8,6.46,Partial,None,0.42,1,1,29.49,21.4,56.0,435.3,13.4,20.1,33.4,Good,Zone B,1977,,5.94,77.6,0.01
TREE_02615,37.540756955226406,-122.08058033161737,Maple,12.13,7.09,Partial,None,0.36,7,0,28.98,32.7,40.6,297.5,16.2,37.8,36.2,Unhealthy for Sensitive Groups,Zone A,1995,,3.73,37.4,98.49
TREE_02616,37.64409356752017,-122.06143976616886,Elm,11.92,7.34,Sparse,None,0.18,7,0,7.19,30.3,77.6,418.9,17.1,14.8,22.8,Moderate,Zone C,1951,2008.0,2.75,46.7,81.78
TREE_02617,37.60815731455381,-122.37841000986789,Oak,15.09,5.28,None,Fungal Infection,0.89,0,0,27.23,31.6,81.1,368.4,9.2,17.5,32.1,Very Unhealthy,Zone A,1995,,4.92,79.8,52.37
TREE_02618,37.83708476086422,-122.22471468272931,Maple,11.0,5.94,Full,Insect Infestation,0.15,2,0,33.48,16.0,42.7,374.9,20.1,1.4,21.1,Very Unhealthy,Zone C,1987,2007.0,4.11,19.6,24.56
TREE_02619,37.625339167034056,-122.40375342468208,Birch,11.94,7.05,Partial,None,0.64,1,0,26.02,26.6,72.8,464.8,12.6,24.6,36.3,Moderate,Zone E,1987,2009.0,5.02,98.0,51.77
TREE_02620,37.8155729887104,-122.44906061793021,Cedar,9.04,4.04,Sparse,Fungal Infection,0.89,6,0,30.09,35.0,66.9,421.5,3.8,21.2,44.7,Unhealthy for Sensitive Groups,Zone D,1970,2021.0,4.27,73.2,83.85
TREE_02621,37.856748857924295,-122.04443974930402,Maple,5.91,6.67,Full,None,0.91,6,1,19.57,30.7,74.7,343.6,12.6,25.9,35.5,Good,Zone B,1972,2019.0,4.29,27.3,55.6
TREE_02622,37.67352696783061,-122.08974624788395,Willow,7.95,5.41,Sparse,Root Rot,0.79,3,0,14.57,17.4,77.3,402.6,7.0,22.4,26.8,Moderate,Zone B,1982,,4.19,15.2,99.55
TREE_02623,37.863977257541755,-122.11998254909841,Oak,9.97,6.37,Full,Root Rot,0.18,7,0,25.29,28.6,69.7,405.9,14.0,1.9,40.3,Good,Zone A,1992,2011.0,3.31,59.0,10.67
TREE_02624,37.65092722158528,-122.47561684059343,Redwood,10.18,5.28,Sparse,Insect Infestation,0.82,2,0,19.77,29.9,87.4,386.9,13.4,37.4,17.6,Unhealthy for Sensitive Groups,Zone C,2017,2012.0,4.1,44.1,98.25
TREE_02625,37.885631366596044,-122.07813560364487,Pine,15.78,6.94,Full,None,0.28,8,0,31.86,25.3,81.9,352.0,4.4,23.0,33.0,Moderate,Zone D,2019,2015.0,4.07,12.7,58.46
TREE_02626,37.53571580981023,-122.2809779620473,Willow,10.24,5.34,None,Fungal Infection,0.92,4,1,34.23,16.6,43.7,411.3,19.2,23.7,58.3,Moderate,Zone A,2013,,5.99,64.8,56.79
TREE_02627,37.774807706601294,-122.32880243835207,Elm,13.54,2.77,Full,Fungal Infection,0.71,1,0,29.59,15.7,84.8,435.0,8.8,37.6,21.2,Moderate,Zone D,2013,,4.05,37.8,35.91
TREE_02628,37.69752561618277,-122.22676181948731,Cedar,8.69,7.18,Full,Leaf Spot,0.79,8,0,34.78,33.8,51.6,422.7,2.9,15.1,26.8,Unhealthy,Zone C,1986,,3.66,39.0,4.09
TREE_02629,37.655059522182256,-122.45432337863822,Redwood,9.06,3.58,Full,Leaf Spot,0.09,0,0,15.45,20.2,73.6,364.4,18.4,6.2,27.8,Moderate,Zone A,1972,,5.29,24.6,76.04
TREE_02630,37.753084751499436,-122.1216767253238,Birch,6.01,6.88,Sparse,Bacterial Wilt,0.58,10,0,31.87,22.6,80.9,392.1,15.1,9.1,18.8,Moderate,Zone A,2022,,2.93,22.6,27.59
TREE_02631,37.781542836653735,-122.20878246155586,Redwood,7.77,4.86,Partial,None,0.82,7,1,14.9,30.9,56.2,289.6,10.7,19.7,22.5,Unhealthy for Sensitive Groups,Zone D,1983,2022.0,4.63,23.0,35.0
TREE_02632,37.501745307860126,-122.40670495156341,Cedar,11.58,6.76,Full,Leaf Spot,0.86,5,0,8.54,28.8,33.1,479.9,12.2,18.9,30.3,Unhealthy for Sensitive Groups,Zone A,1983,2009.0,2.62,89.7,53.37
TREE_02633,37.56678123549888,-122.40588390011548,Redwood,10.02,6.7,Full,Fungal Infection,0.03,0,1,23.64,34.4,87.0,369.9,11.4,36.3,46.1,Unhealthy,Zone D,1976,,1.85,58.0,5.7
TREE_02634,37.78521842025373,-122.40787567421366,Cedar,12.83,5.65,None,Bacterial Wilt,0.94,3,0,18.65,16.9,34.3,374.0,4.1,23.9,34.8,Moderate,Zone C,1953,2017.0,5.36,52.2,1.08
TREE_02635,37.76655416543128,-122.47149880622403,Maple,10.54,5.76,Full,None,0.04,2,0,32.65,29.1,50.9,334.3,5.0,5.5,41.2,Very Unhealthy,Zone D,2018,,3.58,73.4,10.49
TREE_02636,37.88641900205147,-122.20610077531416,Oak,8.94,5.63,None,None,0.61,6,1,19.77,16.6,65.8,443.0,16.8,13.2,38.4,Good,Zone C,2012,2001.0,1.42,38.8,73.53
TREE_02637,37.804415116100316,-122.07982591120575,Redwood,16.44,1.98,Full,None,0.69,6,0,32.83,15.0,37.1,451.4,14.1,14.0,33.5,Moderate,Zone C,1963,2013.0,3.03,84.0,19.05
TREE_02638,37.880309083092534,-122.49125089300631,Redwood,9.72,5.18,Sparse,None,0.11,5,0,7.36,17.4,80.3,371.5,16.6,17.3,12.1,Unhealthy,Zone E,2015,2004.0,3.78,27.7,51.43
TREE_02639,37.78101620061392,-122.47549767751437,Oak,13.49,3.33,Partial,None,0.05,9,0,29.92,27.3,42.2,343.1,18.0,13.0,46.1,Very Unhealthy,Zone D,1977,,6.84,82.2,18.59
TREE_02640,37.619220883455775,-122.21361486165652,Cedar,8.8,5.26,Partial,Bacterial Wilt,0.78,9,0,27.77,28.5,89.2,401.0,-4.5,7.8,40.3,Unhealthy for Sensitive Groups,Zone B,1970,,1.12,15.0,28.47
TREE_02641,37.54214596890034,-122.09025215730698,Elm,12.13,3.29,Partial,None,0.38,7,1,26.6,23.8,85.0,383.5,10.0,21.5,32.8,Good,Zone E,1959,2000.0,5.03,24.1,3.79
TREE_02642,37.81272954533797,-122.33663055471568,Oak,12.78,3.22,Sparse,None,0.11,6,1,15.65,15.9,66.3,437.2,6.2,15.4,17.2,Unhealthy,Zone E,1975,,3.36,90.3,36.65
TREE_02643,37.757659688590365,-122.32519280059614,Cedar,10.63,7.41,None,None,0.76,3,1,28.51,27.7,69.6,393.4,11.4,7.4,15.4,Unhealthy for Sensitive Groups,Zone D,1984,,3.95,19.8,13.64
TREE_02644,37.519274404957315,-122.20182675125162,Oak,2.94,6.6,Partial,None,0.85,6,1,19.5,16.7,62.0,389.9,2.7,36.0,18.0,Moderate,Zone E,1983,2020.0,3.11,32.1,55.81
TREE_02645,37.64402018636039,-122.36289355543792,Elm,10.05,4.99,Sparse,Leaf Spot,0.59,0,0,26.46,17.8,53.5,433.5,15.0,19.4,23.1,Unhealthy,Zone E,1951,2018.0,5.2,13.8,83.62
TREE_02646,37.882719926193715,-122.48669581696116,Birch,13.69,5.28,Sparse,None,0.16,2,0,21.57,25.3,51.1,321.2,15.3,39.9,33.7,Moderate,Zone A,1992,2017.0,4.3,63.9,87.84
TREE_02647,37.70016045828408,-122.1323857409492,Willow,11.58,4.63,Full,None,0.02,1,0,9.72,21.8,83.5,384.4,23.4,31.3,27.5,Unhealthy,Zone C,1993,2014.0,2.93,39.5,93.34
TREE_02648,37.673091654407884,-122.18717504352928,Cedar,11.34,5.85,None,Root Rot,0.7,6,0,6.94,24.3,64.6,409.6,11.5,15.4,30.9,Unhealthy,Zone B,1993,,5.08,67.0,12.39
TREE_02649,37.68307984206372,-122.20962200047217,Pine,4.83,3.99,Sparse,Bacterial Wilt,0.55,8,0,15.99,27.7,79.4,378.6,15.4,38.5,35.5,Moderate,Zone D,1992,2000.0,5.72,17.7,51.65
TREE_02650,37.58355308960206,-122.12915793550408,Pine,7.84,6.49,None,None,0.65,4,1,32.98,18.2,60.8,414.0,16.9,31.1,43.1,Unhealthy,Zone A,2001,,5.38,45.6,11.48
TREE_02651,37.64748286834592,-122.16238458121899,Cedar,11.23,4.62,Partial,Insect Infestation,0.81,8,1,20.89,32.9,48.4,411.1,20.6,14.2,23.7,Unhealthy for Sensitive Groups,Zone B,1954,2016.0,6.89,43.5,30.65
TREE_02652,37.64792530239487,-122.39705900591083,Maple,11.23,4.37,Partial,Insect Infestation,0.43,7,0,29.07,26.2,35.5,444.0,6.3,16.9,13.3,Unhealthy for Sensitive Groups,Zone B,1968,,5.32,58.3,23.13
TREE_02653,37.52094200807499,-122.32375947652832,Birch,13.64,5.03,Partial,Insect Infestation,0.12,0,0,22.28,15.4,49.4,386.3,16.5,23.0,22.0,Good,Zone A,1979,2007.0,4.15,36.6,1.25
TREE_02654,37.80702705140717,-122.43694492916069,Maple,9.57,4.11,Full,None,0.94,10,0,33.74,27.6,82.8,298.4,14.0,17.8,36.0,Good,Zone D,1998,2007.0,3.3,98.6,93.18
TREE_02655,37.66660177276155,-122.43507149329106,Willow,11.22,5.49,Full,Leaf Spot,0.55,1,0,16.08,24.3,72.7,322.6,3.9,30.3,38.4,Unhealthy,Zone C,2012,2016.0,5.12,38.4,78.17
TREE_02656,37.828871954726566,-122.16190212682173,Pine,10.05,4.19,None,None,0.62,5,0,6.71,29.0,77.1,423.2,14.3,23.9,38.6,Unhealthy for Sensitive Groups,Zone A,1978,2000.0,3.21,72.7,51.9
TREE_02657,37.84013920044796,-122.07069994650875,Elm,7.04,5.7,None,None,0.93,4,0,28.42,30.7,76.4,409.1,15.7,30.5,23.1,Moderate,Zone E,2021,2006.0,5.46,43.0,34.49
TREE_02658,37.58479762187946,-122.01863370806943,Cedar,3.23,6.82,Full,None,0.93,10,1,26.16,33.8,37.2,388.7,3.6,26.3,33.3,Unhealthy,Zone B,2002,2022.0,3.77,58.0,41.16
TREE_02659,37.76294139286805,-122.18582644122527,Willow,11.29,3.92,Sparse,None,0.57,6,0,20.83,35.0,39.5,392.3,11.6,13.2,45.2,Moderate,Zone E,1977,,4.45,30.4,20.52
TREE_02660,37.68891272166519,-122.40794933831953,Redwood,10.52,4.8,None,Root Rot,0.3,8,0,14.79,26.0,49.0,367.6,12.4,3.9,37.5,Very Unhealthy,Zone D,2002,,2.59,25.6,96.82
TREE_02661,37.85206269516859,-122.44717482727553,Redwood,8.15,5.69,None,Fungal Infection,1.0,3,0,10.65,26.2,48.1,367.8,12.2,12.7,12.4,Good,Zone C,1966,,3.7,97.5,28.55
TREE_02662,37.586296271670584,-122.09357451423162,Oak,5.14,4.35,Partial,None,0.68,7,0,19.47,15.4,34.0,372.6,15.1,41.1,29.5,Unhealthy,Zone C,1973,2016.0,2.82,58.7,7.47
TREE_02663,37.77112528012402,-122.21062176182,Pine,11.89,5.7,None,None,0.41,3,0,24.99,32.3,39.2,386.0,9.0,29.8,26.6,Unhealthy,Zone C,2014,,6.02,51.5,56.45
TREE_02664,37.743100848901086,-122.19085748949314,Birch,9.2,5.83,None,None,0.56,2,1,22.37,15.6,81.4,406.1,6.5,21.2,15.0,Moderate,Zone E,1985,2006.0,3.66,67.7,74.88
TREE_02665,37.618120591028735,-122.10926895562264,Pine,11.67,6.62,Sparse,Leaf Spot,0.42,1,1,18.12,27.7,65.3,396.2,14.4,33.9,44.7,Good,Zone D,1981,,3.92,30.1,97.14
TREE_02666,37.55464036146047,-122.14836138613377,Birch,15.59,4.09,None,Fungal Infection,0.89,7,0,21.19,17.0,50.5,383.6,19.9,20.3,16.2,Moderate,Zone E,2018,2007.0,2.71,84.0,62.15
TREE_02667,37.76065590419091,-122.08277087357195,Birch,3.58,3.59,Sparse,Fungal Infection,0.48,10,1,8.24,20.7,61.6,434.8,19.5,21.1,29.0,Moderate,Zone B,1975,2015.0,2.16,32.3,18.44
TREE_02668,37.79543898325293,-122.47189304727006,Cedar,7.9,4.54,Partial,Insect Infestation,0.82,7,0,25.88,17.8,45.7,443.5,24.0,23.8,43.1,Good,Zone C,2005,,2.96,58.8,39.11
TREE_02669,37.62625093750534,-122.12623968162674,Birch,9.37,3.55,Full,Insect Infestation,0.84,10,1,27.03,17.7,65.0,466.9,10.1,15.9,21.2,Very Unhealthy,Zone D,2016,,2.97,21.4,31.67
TREE_02670,37.75793304160892,-122.07457362133896,Maple,14.36,5.85,Partial,Fungal Infection,0.82,2,0,5.34,16.5,34.5,390.6,11.2,11.1,29.7,Unhealthy for Sensitive Groups,Zone E,1982,,2.94,61.7,1.95
TREE_02671,37.658052363044604,-122.35693247877084,Redwood,5.09,3.26,Sparse,None,0.72,0,0,13.12,21.4,84.2,374.0,1.2,24.4,34.9,Unhealthy for Sensitive Groups,Zone E,1988,2001.0,2.91,53.5,39.22
TREE_02672,37.78528275331305,-122.17977636300337,Willow,15.81,8.5,Sparse,Bacterial Wilt,0.85,5,0,7.76,23.5,44.4,396.8,8.9,20.2,22.0,Very Unhealthy,Zone E,2007,,4.89,35.3,79.96
TREE_02673,37.57968610995762,-122.34291896808152,Elm,10.41,6.94,None,Insect Infestation,0.39,4,1,34.95,24.3,79.1,372.6,4.1,17.6,24.2,Good,Zone E,1961,2010.0,3.45,37.7,40.53
TREE_02674,37.85608600105447,-122.02101446675877,Pine,9.71,5.02,None,Insect Infestation,0.11,7,0,22.8,23.8,69.6,399.2,10.3,25.4,33.0,Unhealthy,Zone E,1992,,4.7,10.9,85.18
TREE_02675,37.614963838586235,-122.48328821378225,Elm,9.41,6.3,Full,Leaf Spot,0.84,5,0,18.97,25.5,61.4,420.4,18.8,16.2,36.4,Good,Zone B,2021,,3.43,12.5,74.29
TREE_02676,37.64711439510246,-122.21010357808352,Willow,8.69,2.54,Sparse,Bacterial Wilt,0.5,3,0,18.89,32.2,85.8,405.3,17.3,27.9,37.9,Moderate,Zone C,1962,,4.29,64.1,71.94
TREE_02677,37.52323678083214,-122.41674822647525,Oak,13.14,8.79,Sparse,Bacterial Wilt,0.13,9,0,33.94,27.6,39.4,391.9,10.4,7.9,20.3,Good,Zone E,2022,2001.0,4.8,74.7,38.1
TREE_02678,37.54460488492851,-122.14388989741143,Willow,6.79,4.11,Partial,Leaf Spot,0.12,9,0,24.8,15.3,37.2,431.9,9.1,7.2,13.8,Unhealthy for Sensitive Groups,Zone B,1954,,3.14,59.2,5.34
TREE_02679,37.70634476108493,-122.41205485829067,Pine,11.04,4.82,Full,None,0.16,10,0,10.06,18.5,49.3,483.8,7.9,6.8,38.5,Unhealthy,Zone D,1994,2013.0,5.48,17.4,88.24
TREE_02680,37.60703707069119,-122.38230836905082,Redwood,8.85,2.22,Partial,None,0.75,1,0,18.44,22.0,79.8,364.6,16.3,20.1,42.5,Very Unhealthy,Zone D,1954,,4.07,94.7,63.83
TREE_02681,37.834192090296874,-122.25281459447712,Elm,7.71,5.73,None,Fungal Infection,0.71,7,0,28.23,34.0,32.1,416.7,10.4,6.6,55.9,Good,Zone B,1972,2007.0,2.57,74.2,9.05
TREE_02682,37.50587735546198,-122.04258252500156,Elm,17.76,3.34,None,None,0.2,4,0,17.7,16.6,44.4,390.5,13.3,37.4,61.3,Unhealthy,Zone B,1984,,3.22,31.4,8.16
TREE_02683,37.65163761946877,-122.39414281392601,Cedar,11.26,5.15,Partial,Bacterial Wilt,0.85,7,0,14.29,29.2,55.5,357.8,15.3,37.0,47.6,Unhealthy,Zone B,2003,2021.0,3.57,70.4,61.43
TREE_02684,37.63493821870764,-122.42787998944095,Cedar,11.84,4.18,None,Insect Infestation,0.28,4,0,34.74,15.7,72.8,364.0,15.7,24.0,19.7,Unhealthy for Sensitive Groups,Zone D,1998,2007.0,3.44,20.0,42.22
TREE_02685,37.50773105236704,-122.12051158407299,Willow,13.41,3.38,Partial,Insect Infestation,0.79,5,0,33.07,22.3,48.0,379.7,-1.9,29.3,28.1,Moderate,Zone E,2019,2014.0,1.08,80.1,19.07
TREE_02686,37.549747359600204,-122.24969023383304,Willow,5.74,3.79,Sparse,Leaf Spot,0.49,9,0,33.25,30.4,56.9,478.7,14.8,11.5,36.4,Unhealthy,Zone C,1986,2005.0,2.63,53.3,23.94
TREE_02687,37.66545706996745,-122.04410744380911,Oak,15.26,5.34,Sparse,None,0.73,4,0,8.95,21.9,50.2,447.7,12.5,31.6,34.6,Unhealthy,Zone E,1971,2016.0,4.8,46.8,38.57
TREE_02688,37.697145833778976,-122.42669272142008,Birch,2.47,3.08,None,Insect Infestation,0.38,10,0,12.03,23.6,35.5,355.3,3.0,16.9,28.3,Good,Zone A,1957,2010.0,3.72,10.8,75.02
TREE_02689,37.661715898901946,-122.17703605348848,Pine,7.69,3.88,Full,Fungal Infection,0.35,2,0,18.26,33.1,74.3,427.2,18.9,19.5,43.2,Very Unhealthy,Zone B,2006,2006.0,4.32,68.7,19.7
TREE_02690,37.71237507136484,-122.38356042692409,Cedar,8.62,5.99,Sparse,None,0.84,9,0,29.96,16.3,57.7,351.5,13.0,18.1,25.0,Good,Zone E,2020,2001.0,4.27,84.6,70.23
TREE_02691,37.73805266996227,-122.42161978567418,Pine,11.75,8.9,None,None,0.04,7,0,27.1,25.6,78.8,368.7,4.3,12.9,32.2,Unhealthy for Sensitive Groups,Zone C,2009,,3.71,35.9,17.9
TREE_02692,37.50396952845114,-122.15828529242137,Oak,10.66,5.72,Full,Bacterial Wilt,0.97,2,0,30.49,22.3,71.7,465.6,9.1,25.8,30.8,Unhealthy,Zone E,2004,,3.1,11.1,76.37
TREE_02693,37.685638063781404,-122.20315769004563,Cedar,9.5,3.62,None,Fungal Infection,0.65,3,0,32.62,34.3,33.5,499.2,10.9,14.6,34.8,Moderate,Zone A,1983,,3.29,79.8,90.03
TREE_02694,37.88539969635504,-122.12258627081883,Cedar,9.96,4.45,Partial,Bacterial Wilt,0.43,5,0,28.42,30.9,60.0,305.3,25.1,17.4,35.5,Unhealthy,Zone A,1990,2019.0,4.18,67.2,44.28
TREE_02695,37.70761291205182,-122.34526871177691,Birch,7.07,5.05,None,Fungal Infection,0.63,1,0,12.85,17.4,89.5,401.5,7.6,-2.7,21.4,Moderate,Zone E,1977,2022.0,2.69,79.9,64.13
TREE_02696,37.77101690698358,-122.27601417180891,Pine,5.51,4.48,Partial,None,0.12,6,0,13.56,33.5,48.5,420.4,8.6,23.7,2.0,Moderate,Zone C,1980,2013.0,4.47,58.4,26.64
TREE_02697,37.62474554316675,-122.29726416183479,Redwood,12.18,6.35,Sparse,None,0.51,4,0,15.57,19.2,59.6,386.3,12.9,19.0,25.4,Moderate,Zone E,1970,,5.67,51.5,92.76
TREE_02698,37.8095965512611,-122.00795526801674,Pine,12.08,5.33,Sparse,None,0.99,9,1,14.09,16.7,69.1,407.0,22.7,10.6,32.5,Very Unhealthy,Zone B,2000,2007.0,1.29,29.7,42.59
TREE_02699,37.809168592750446,-122.3538755216303,Pine,14.75,6.36,None,Leaf Spot,0.24,4,0,12.47,25.8,42.1,379.7,10.8,17.6,35.0,Good,Zone C,1985,,4.64,17.1,49.67
TREE_02700,37.708518419061654,-122.35259138082661,Birch,7.63,4.53,Full,None,0.72,4,0,27.57,29.7,72.2,431.4,9.8,15.3,23.9,Unhealthy for Sensitive Groups,Zone D,1975,2011.0,3.76,52.4,26.15
TREE_02701,37.890405529311685,-122.32272589558569,Cedar,12.08,6.99,None,Leaf Spot,0.43,1,0,6.02,29.3,69.6,382.9,12.9,4.5,32.9,Very Unhealthy,Zone C,1968,,4.61,88.2,19.4
TREE_02702,37.55022008590506,-122.21770295935484,Oak,9.15,4.75,None,Leaf Spot,0.65,10,0,26.85,25.7,52.5,428.0,10.4,36.2,32.7,Very Unhealthy,Zone E,1955,,3.31,15.3,22.74
TREE_02703,37.50677906595583,-122.37383862786812,Pine,13.57,3.54,Sparse,Leaf Spot,0.2,9,0,29.71,24.9,47.1,449.3,10.3,34.2,23.4,Moderate,Zone E,1997,,5.66,99.0,47.58
TREE_02704,37.80806328470284,-122.04235502981037,Elm,13.07,8.27,Sparse,None,0.47,8,0,6.98,34.4,85.1,442.2,16.8,27.1,28.4,Very Unhealthy,Zone D,1964,2001.0,3.77,95.2,13.76
TREE_02705,37.82286221494595,-122.36715721756687,Redwood,10.63,2.26,None,Leaf Spot,0.98,2,0,6.86,31.4,37.6,390.8,9.5,32.5,18.0,Unhealthy for Sensitive Groups,Zone A,1998,,4.21,67.7,38.79
TREE_02706,37.54808289164823,-122.0520921342199,Redwood,8.98,3.89,Sparse,None,0.2,6,1,13.56,29.0,55.9,287.2,10.2,15.0,10.4,Unhealthy for Sensitive Groups,Zone E,1967,2010.0,4.48,92.3,38.2
TREE_02707,37.606233133183444,-122.44826246817671,Birch,12.88,4.06,Partial,None,0.64,4,0,11.25,18.9,76.0,424.5,17.0,19.9,42.2,Unhealthy,Zone A,2014,2021.0,4.16,59.8,43.32
TREE_02708,37.50702094534665,-122.17171864880018,Maple,11.94,8.76,None,None,0.58,9,0,22.43,31.4,38.9,327.7,4.9,14.6,32.0,Very Unhealthy,Zone A,1971,2009.0,4.21,46.4,42.2
TREE_02709,37.61732344431223,-122.04650724078088,Oak,7.95,7.71,Sparse,Root Rot,0.57,9,0,25.26,30.0,86.0,423.1,10.3,22.5,26.6,Unhealthy,Zone B,2009,2007.0,4.34,61.5,27.44
TREE_02710,37.80925674956747,-122.41562528080088,Elm,6.02,7.24,None,None,0.62,4,0,24.02,34.8,61.6,419.1,3.7,29.5,33.8,Unhealthy for Sensitive Groups,Zone A,1985,2004.0,3.41,88.9,36.68
TREE_02711,37.70718421108503,-122.01583651995037,Pine,9.13,4.5,Sparse,Fungal Infection,0.5,3,0,15.72,17.7,60.3,389.6,9.5,19.2,34.7,Very Unhealthy,Zone C,1959,,3.65,96.2,90.24
TREE_02712,37.639238237267314,-122.27355831979224,Maple,14.55,8.64,Partial,None,0.02,9,0,19.95,29.3,55.5,403.3,10.2,7.1,50.2,Moderate,Zone A,1969,2004.0,5.24,85.4,3.75
TREE_02713,37.64869571796253,-122.02714244577949,Oak,13.44,5.55,Partial,None,0.9,5,0,24.2,34.6,82.0,472.7,10.3,24.1,43.4,Moderate,Zone B,2019,,2.15,26.2,8.78
TREE_02714,37.500541450286185,-122.16158997818498,Birch,6.66,6.47,None,None,0.83,6,0,8.58,24.3,86.9,464.8,10.0,14.0,33.5,Very Unhealthy,Zone E,2010,,3.02,63.3,92.88
TREE_02715,37.61992021102609,-122.34920656506323,Maple,6.5,5.27,Partial,Bacterial Wilt,0.17,6,0,11.89,29.7,52.8,382.4,13.4,29.3,51.4,Unhealthy,Zone E,2008,,1.94,50.0,27.1
TREE_02716,37.75858349665517,-122.40584873754145,Cedar,13.82,4.93,Partial,Fungal Infection,0.41,10,0,31.71,34.5,62.5,305.5,6.4,38.7,29.1,Unhealthy,Zone D,1971,,1.97,53.3,30.42
TREE_02717,37.88967777752654,-122.34813247688746,Willow,6.59,4.62,Sparse,Root Rot,0.77,7,0,15.27,25.9,48.9,478.5,14.0,30.7,42.1,Moderate,Zone A,2017,2005.0,2.81,48.5,34.41
TREE_02718,37.83882433079356,-122.45349129536866,Maple,11.53,4.69,None,Insect Infestation,0.98,4,1,29.03,29.0,52.1,321.1,9.5,17.8,24.7,Unhealthy,Zone C,1953,,3.73,16.1,10.34
TREE_02719,37.50943798585821,-122.42806601682834,Willow,8.15,5.91,Sparse,Leaf Spot,0.95,6,1,12.53,15.4,31.7,404.6,15.8,21.1,30.5,Moderate,Zone D,1978,2015.0,4.64,86.1,76.9
TREE_02720,37.85942424186993,-122.44766977982675,Redwood,14.85,5.55,Sparse,Fungal Infection,0.9,3,0,6.25,25.4,77.2,396.3,11.7,19.0,36.7,Good,Zone D,2007,,4.46,98.1,16.32
TREE_02721,37.81327936531945,-122.28852822812922,Elm,7.69,4.95,Full,Fungal Infection,0.16,8,0,20.01,20.1,88.2,421.8,9.0,11.0,32.2,Moderate,Zone B,2007,2013.0,4.73,28.9,70.18
TREE_02722,37.812150449428394,-122.1022108118712,Oak,13.43,7.26,Partial,Fungal Infection,0.91,4,0,31.77,17.6,76.2,465.0,5.4,14.7,32.9,Good,Zone E,2003,,3.25,66.0,23.25
TREE_02723,37.68319830360143,-122.42930822289183,Elm,10.55,0.55,Sparse,None,0.88,2,0,29.58,29.2,61.1,403.0,13.5,18.5,32.5,Very Unhealthy,Zone A,1977,,6.32,58.3,68.21
TREE_02724,37.6592021171818,-122.43483978341384,Elm,10.76,5.76,Sparse,Bacterial Wilt,0.38,4,0,12.59,15.8,79.7,374.8,11.0,17.8,43.0,Good,Zone A,1988,2022.0,3.96,90.7,97.19
TREE_02725,37.62116629153328,-122.17828552524134,Pine,4.09,6.08,Sparse,Fungal Infection,0.39,8,0,32.3,33.1,81.5,414.2,19.3,7.8,31.0,Unhealthy for Sensitive Groups,Zone E,2006,,5.62,73.4,50.97
TREE_02726,37.526277943581746,-122.40140850901597,Birch,3.39,6.72,Partial,Bacterial Wilt,0.46,10,0,19.39,25.4,62.7,331.8,19.7,20.5,24.1,Unhealthy,Zone B,2013,,3.5,77.5,31.89
TREE_02727,37.59129414539748,-122.4511949809455,Maple,9.34,4.9,Partial,Insect Infestation,0.66,7,0,6.47,28.0,86.2,365.8,9.6,19.4,29.5,Good,Zone B,1979,,3.17,95.7,37.8
TREE_02728,37.598641453991206,-122.4165757108972,Oak,10.74,5.31,Partial,None,0.26,0,0,5.84,20.1,31.8,389.4,0.2,-2.5,42.9,Unhealthy for Sensitive Groups,Zone B,1999,2008.0,4.34,69.7,38.39
